komentar,platform
mini teaser ini sekaligus ngingetin kita betapa pedih sedih ngeri dan menakutkannya siksa kubur itu naudzubillahimindzalik.  semoga kita semua masuk ke golongan orang orang beriman amiiin ya Allah. terimakasih teaser pengabdi setan 2 yang sebagai pengingat siksa kubur.,youtube
Gak takut gw🙏,youtube
inget ibadah,youtube
OMG,youtube
Gk sabar😭,youtube
"sumpah sejuta bgt rasa nya pas tau film pengabdi setan 2 bakal rilis. 
senenggggggggggggg bgt",youtube
Kapan ya..filmnya bakal tayang dah gk sabar pengen nonton,youtube
Anjayy,youtube
"Suer, pengabdi setan adalah horor Indonesia terseram menurut gue di millenium ini. Macam film horor barat Conjuring dkk.. 

Ditunggu nih yg kedua.. 😉",youtube
"Wuuuhh, so excited 🥺",youtube
Yeay akhirnya ada lanjutannya,youtube
"Teaser mini nya keren bet!!! 
Jd makin yakin kgk pngen nonton....",youtube
KEREN BGT AHHH,youtube
"Semoga kutukan film yang disekuelkan sering gagal, gak berlaku disini.",youtube
Kapan rilis filmnya?,youtube
Kapaan niih,youtube
"Please jgn lama lama,, lgsg aja tayang sblm puasa klw bisa",youtube
Satu - satu nya film horor yg saya tonton di bioskop lain nya gak ada .,youtube
Auto taubat,youtube
Suara kak Prilly,youtube
Njirrrr sat sat bangsat,youtube
Aku habis nonton bioskop filem otu,youtube
"Dengerin load speaker sekeluarga aja udah merinding apalagi pakek earphone, anda mau bikin trauma?",youtube
Busett gak sabaran amat Luh,youtube
" @reyy93  Napa loh,, gaje",youtube
EXCITEDDDDD BANGET😭😭😭SEREM💀💀💀,youtube
Wah langsung merinding😭,youtube
Anjir merinding,youtube
SEREM,youtube
Anjirr merinding,youtube
Ini pengabdi setan apa siksa kubur merinding,youtube
what?,youtube
Ngebayanginya ni org lg pocongan trs dlm kubur disiksa apa gmn merinding disko anjaay,youtube
Apakah akan tayang di NETFLIX   ??,youtube
sangat menantikan sekali,youtube
Udah ga sabaaaarrrr,youtube
Kapan ini tayang min??,youtube
"Om Joko Anwar plus bikinkan dokumenternya yg gunung gede itu ceritanya kak maii,, bakal bagus deh",youtube
Smoga pemainnya gak berubaaah,youtube
Merinding Anjjj keren banget,youtube
inii kapan tayang,youtube
Kayak berasa siksa kubur.,youtube
Rapi film emang jagonya film horror. Mantabs,youtube
merinding laka minangsueng,youtube
Baru teaser nya aja udh bikin merinding,youtube
takutt bangett,youtube
Serem bgt walaupun baru teaser,youtube
😦😦😦😦,youtube
Semoga tayang di Bioskop Malaysia 😇😇😇,youtube
Di tunggu,youtube
"Keren banget , padahal cuman teasernya . Kalau dengernya kek nya ceritanya anak ini masuk mimpi seseorang terus ngomong gini .",youtube
Mama tt ku di kobel2 mama,youtube
kemarin pas nonton dnts kaget banget ada ini hahaha. ga sabaaar,youtube
Kapankah ini?????,youtube
"Yang ke satu sosok ibu
Apakah ini sosok anak",youtube
Akhirnya,youtube
"sebenarnya ga ngarep part 2 , karna ps1 udah terlalu iconik .. cuma karna dibikin yaudah nonton 😂",youtube
"De pacol and the skopen, prop tutup tanah
Cacing² di tanah fermak yey",youtube
Merinding Cuuuy 😳😳😳,youtube
Merinding banget woii,youtube
ngeriii bangettt astagaaa ☹☹☹,youtube
Pengabdi Sedan,youtube
"Liat taesernya jd keingat film siksa kubur jaman SD yg disetel setiap bulan ramadhan 😭... baru teasernya aja udah merindiiinggg, apalagi ntar klo tayang.. gk sabaaarrrrr 😍😍😍",youtube
tayang tanggal berapa,youtube
Kpn si?,youtube
Kamu orang malaysia?,youtube
 @trinurageekz  bukan saya TKI di Malaysia 😁,youtube
Kcangnya enak,youtube
Antara bulan Juli dan Juni,youtube
Film bioskop pertama yg gua tonton adalah pengabdi setan,youtube
njir serem amat boy gw nonton pas sendirian dikamar pake speaker,youtube
kok ngeri anjwing,youtube
"Seancur apapun filmnya selama ada Zombie, I'm in",youtube
"pasti bakal diundur, sekolah aja ditutup lagiiiii",youtube
Suara Ratu Felisha,youtube
Ngak sabar 🔥🔥🔥,youtube
James Wan local pride,youtube
ga sabarrrr,youtube
aura INSIDIOUS dapet banget,youtube
Ini mini teaser kreatif banget sih ga perlu gambar atau nunjukkin hantu yg serem2 dengan monolog kaya gini aja kaya real banget Good Job Joko Anwar and Team ditunggu filmnya,youtube
Kurang saya butuh 10 menit tolong heyyyy,youtube
Malaikat Munkar-Nakir tuh 😶,youtube
i cannnnoooot waitttt,youtube
kampret cm gt doang...,youtube
"jangan diundur kayak KKN ya Joko Anwar,soalnya klo diundur gitu bakal jadi gasabar banget ❤️",youtube
"Sumpaahh siii Mee Penasaran Bangettttt, Mauu cepet"" nntnn... Dan juga mau liatt Trailer nyaaaa👍",youtube
OSCAR WE ARE COMING !!!!!!!!!!!!!!!,youtube
Saya tunggu suara ngobrol kecil pas ada setanya keceng,youtube
Ya Allah,youtube
Film terseram diatasnya the exorcism,youtube
Terus alur cerita nya kayak gimana yah apakah di pengabdi setan dua ini Darminah dengan hantu ibu akan berseteru atau kerja sama,youtube
 @reyy93  yang pasti di PS 2 ini mengulik lebih banyak tentang sekte/perkumpulan sesat itu si... Bisa jadi POV yang disiksa kubur ini dari anak-anak urutan lahir terakhir yang ditumbalkan ke sekte atau yg diambil para mayat idup.,youtube
Jd kebayang komik siksa kubur,youtube
Gk tuh biasa aja.. Dmana2 horor identik dengan muka iblis sperti ^,youtube
Nggak ada serem nya film 🤡🤡,youtube
Jangan lama² bang nanti kehalang Corona part 3😂,youtube
Nungguin darmina keluar,youtube
pengabdi setan is better than PTJ coz without CGI. Please don't use CGI,youtube
Mudah².n pandemi tidak menghalangi perilisan pengabdi setan 2,youtube
"watched Satan's slaves last week, it wasn't that good, idk know if it deserve part 2. the story is good but the bad acting, script ruined the movie",youtube
Can't wait Love from India 🇮🇳,youtube
nggk sabar banget nunggu ini film tayang 😁😁,youtube
YaAllah takut banget😭😭😭😭,youtube
"GASSSS
GASSSS
GASSSS
RAMAIKAN BIOSKOP !!!",youtube
kapan ya kira2 keluar di bioskop,youtube
Nonton pengabdi setan yang season 1 aja bingung banget :’,youtube
"Tggl brp nih, harus nonton:)",youtube
Coba manggil ibuk mngkn lbih kerasa lagi feel sakit nya wkwk,youtube
Subtitel bahasa Indonesianya ngaco dah!,youtube
Gitu doang????,youtube
ini baru audio sudah merinding gmn full movie nya,youtube
Jadi lupa cerita yg pertama gimana endingnya,youtube
Kayak cerita Azab Kubur 🥺 bikin penasaran 🤔 semoga cepat disegerakan penayangan filmnya 🤗,youtube
Semoga sesuai ekspektasi,youtube
Bolo,youtube
Endingnya Batara dan Darminah nari,youtube
film horror indo paling keren pengabdi setan sih,youtube
"😭😭😭 parah banget ih serem nya....

Yaallah,,, jadi takut.. 😭😭😭😭😭😭😭😭",youtube
"ini pasti dialog di mimpi, i believe when i see it",youtube
"B aja si, musik nya doang yg bikin agak serem",youtube
trailer nya kapan sih rilis,youtube
"Film horror kebanggaan Indonesia kembali hadir, mengulang kesuksesan diversi 1980",youtube
sialaannn keren battt,youtube
Gak sabaran lagi mo nntn cepetan tayanggg,youtube
INI KAPAAANNNNN SGSNSGSJHDHSHSHS GA SABAR MAU NONTON,youtube
Padahal takut tapi tetap nonton,youtube
auto mute,youtube
Setelah 5 tahun dan akhirnya skuel..,youtube
"Semoga ga ada Larangan ke Bioskop ya..
ini Film the Best jangan sampe tertunda karena itu tuh",youtube
kek suara prilly ga si wkwkwk,youtube
"Sejauh ini, ini teaser terseram si yg gua liat merinding banget suaranya",youtube
"Salah satu film horor indonesia kesukaan gw nih, can't wait😍",youtube
loh?? ini masih lama kah?? perasaan pas nonton Dear Nathan kemaren dikasih liat jadwal tayangnya 3 februari tahun ini😭😭,youtube
suara nya mirip prilly gak sieh,youtube
Tidak sabar 🔥🔥,youtube
This is wht im been dying forrrr. Yass king,youtube
Lukisan berlumur darah gak kalah keren Juga,youtube
Karna popcorn?😂,youtube
 @anjasofficial2226  lahhh,youtube
Hah emang iya?,youtube
Cant wait😭,youtube
Kapan ini wuuyy ga sabar bgt,youtube
WAAAA GA SABAR BANGETT😭😭,youtube
gua nonton dear nathan ada trailer nya ini,youtube
Nunggu banget sih,youtube
Trailer paling serem. Cuma background hitam dan rintihan siksa kubur,youtube
TBL TBL TBL TAKUT BANGET LOHHH,youtube
GSBRRR,youtube
"Yaasshhhh!!! Film horor indo yg bener""ku nnton dan puas banget",youtube
ini beneran??,youtube
Suaranya Ratu felisha,youtube
Dialog nya bikin merinding,youtube
Semoga sesuai ekspektasi...,youtube
"Kalau ini suara Rini, bukannya dia manggil ibu ya ke emaknya?",youtube
Hell yeah! Film joko anwar gak pernah ngecewain,youtube
Ga sabar😭,youtube
KKN desa penari 24 hari lagi dan Pengabdi Setan 2 bulan depan seruu,youtube
"Mini teasernya aja bikin merinding, apalagi nanti full movienya. Sumpah ga sabar bgt buat segera nonton",youtube
"Mengerikan banget
Baru suara udh seram",youtube
"Sampe viral : Ibu sudah bangun?
Next apa ya? 👻🙈",youtube
"Suaranya Ratu Felisha, soalnya pemain baru juga bakalan ada",youtube
Tau darimana kah kalau 2 bulan kedepan filmnya?,youtube
 @armanromadhoni6393  bulan Juni atau Juli katanya,youtube
Gilaaa kerennnnn,youtube
Fix bangett teaser beginian bikin merinding. Jadi makin gak sabar sama Season 2 iihhhh,youtube
Suara nya terlalu imut 😂,youtube
Pinter bgt bikin trailer nya,youtube
"dah ga sabaaar buat nonton..
cepetin yukk jadwal tayangnaaa 😭😘",youtube
Gak sabar weehhhhh,youtube
anjaaaay keren bgt 🙂🙂🙂berasa liat opening insidious 🔥,youtube
Holy shit. So stoked for this!,youtube
"Film ini bener bner gilllla. . .
Film horor indonesia, pling serem spanjang sejarah 🥴🥴👍",youtube
JOKO ANWAR MAU BIKIN SATU INDONESIA KETAKUTAN APAAAAAA ASTAGAAAA,youtube
"Gasabar banget nonton ini, siap2 melejit lagi horor Indonesia, sampe ku ulang2 ini teasernya 🤣",youtube
Mau bilang serem tapi ga ada gambarnya 😁,youtube
Biasanya sih ya kalau film horror ada kelanjutannya itu baguslh yg pertama dari pada kedua,youtube
"GASABAR PLISSS, CEPET TAYANG YAHHH😆😆😆😆",youtube
"ga sabaarrr,, wajib nonton!!!!",youtube
😭 baru suara doang dah seram,youtube
Rilis kapan ni,youtube
gue nonton pengabdi setan 1 seru apa lagi 2 triailer dan jumpscare wow,youtube
"wahhh keren, semoga bagus nanti",youtube
"Agak merinding, entah orangnya lagi diserang setan atau sedang diazab tuhan, ditunggu trailer dan rilisnya",youtube
Serem banget si,youtube
 @iannatan2897  yes bener bangeet,youtube
mini teaser bkn trailer,youtube
Kapan siih?,youtube
 @28raflyadityap5  habis lebaran,youtube
"Iyaaa masih lama, habis lebaran 😥 knp ga skrg2 eaaa. udah ga sabaar.....",youtube
Betul. Dan ada improvisasi di yang ke tiga,youtube
Kayanya sih kaya naroh hp didalam dikuburan pas meninggal,youtube
"Kl menurutku, ini adalah seorang anak yang jadi ""tumbal"" mamanya. Yang mana mamanya ini 1 komuni sama bapak & ibu. Mnurutku loh yaa",youtube
" @rizatrisnawati5804  wahhh kurang tahu pasti, soalnya suara cewek",youtube
Terjawab stelah nntn film nya ternyata ini ilusi yg diciptain iblis di film kedua nya suara ini muncul di adegan Tari (Ratu Felisha) yg lagi dngerin siaran radio. 😩 Serem bgt sih,youtube
 @Indra.Pancananta  nice. Adegan clue untuk masa depan Tari (ratu felishia) yang akhirnya harus …. di ….. takut spoiler,youtube
Hahahaha,youtube
tp kalau di alam kubur mosok setan bs intervensi....,youtube
" @rafsanjanyahmad1876  kalau orangnya hidup bisa saja, tapi kalau orangnya mati ya, itu bukan tugasnya setan lagi, kalau dilihat dari kacamata agama",youtube
" @rafsanjanyahmad1876  ini kan film, bukan pelajaran agama.",youtube
itu ceritanya dia dikubur hidup hidup lah.,youtube
Kapan? Kapan? Kapan?,youtube
"Sumpah gak sabar bngt!!!
#pengabdisetan2",youtube
Film indonesia yang wajib di tonton,youtube
PARAHHHHHH,youtube
Can't waittt🔥,youtube
Jelek biasa aja 👎,youtube
Ya Allah ini kah yang menungguku di hari akhir nanti…,youtube
Suaranya Ratu felisha ini,youtube
Ngeriii njir,youtube
Aaaa ga sabar!!!,youtube
Pengen tobat dgr ini,youtube
Mini teaser-nya ngingetin sama video azab siksa kubur yg sempet dijual di abang2 DVD bajakan dulu 😱😱,youtube
Gila bang jokan emang gila.. Mini teaser aja seserem ini.. Ga sabar woy..,youtube
Mudah2an filmnya sesuai harapan soalnya udah lama menunggu ^^,youtube
Itu suara siapa 😭,youtube
"baru pertama kali ini sih, bilang ada teaser horror seserem ini. semoga aja ekspetasi ini sejalan sama realita",youtube
Ini suara rini,youtube
"G sabar deh, Akankah Darminah di Film ini di make Up seperti Darminah di Film tahun 1980?",youtube
Boom !,youtube
DEMI APAPUN GW GASABAR BANGET WOY LIAT TRAILER NYA AKJSMANSN MAS JOKO KEREN ABIS😭😭,youtube
Joko anwar mah gak bakalan gagal hey,youtube
"Sama ni udh lama nunggu, apalagi wktu thn 2019 gw denger² lagi digarap eh taunya gw tunggu kg rilis² filmya..",youtube
Pasti bang joko anwar mah,youtube
Lebay kau,youtube
Aaaaaaaaaaa sumpahhh 😭💖,youtube
Gkk sabar 🥰,youtube
Menurut opini saya agak mengada ada ada orang sdh dikubur mengingat keluarganya & tolong sama mamanya ini sedikit konyol 😂😁,youtube
Ga sabaran dech...,youtube
Wah dunia bakalan diguncang ni sama film Pengabdi Setan 2. Wajib ditonton,youtube
Njrrr lh,youtube
Waduuhhh..😣,youtube
Kayak suara prily🥺,youtube
Ini yang teriak siapa? Masa sih Rini?,youtube
Ini yang kemarin pas sebelum dear nathan thank you salma mulai,youtube
Kerennn,youtube
Padhal cuma suara doang tpi serem nya minta ampun,youtube
Di tunggu ya pak Joko filim pengabdi setan 2 comunion.ya btw Kalok di bioskop Itu harus vaksin dulu ya...⛔,youtube
kapan nih..gak sabarr ...,youtube
anjirrr ga sabar bangettt,youtube
ini bakalan pecah banget pasti di bioskop,youtube
Bangke cuma monolog tapi jadi ngebayangin detail vangke vangke,youtube
mini teasernya aja uda serem bgt😭😭😭😭,youtube
"Biar hujan badai, harus nonton ini mah
Bang Jokan emang sakit 🔥🔥🔥",youtube
"Akhirnya rilis juga, ga sabar 🔥",youtube
"Ya elah namanya juga film horor mas/mba, masa mau dipaksakan dengan logika😂 pengabdi setan yg pertama aja mayat mayat dikuburan pada bangkit terus dobrak² masuk rumah,, ada kah dikenyataan kejadian seperti itu?? gaada kan😂😂 jangan pernah paksain 'masuk akal' atau enggaknya untuk genre horor, fantasy dan sci-fi, jatuhnya ya konyol kalo punya pemikiran kek gitu🤣",youtube
"Mungkin biar ada kesan horornya bro, anda boleh saja beropini seperti ini, untuk memancing zero logic penonton",youtube
"Namanya dunia film penuh sandiwara nikmati aja,klo mau serba nyata nontonya berita aja",youtube
BUKANNN,youtube
Jelas jelas RATU FELISHA,youtube
 @audifatwanhurhamsa1355  hehe iya mksdnya pas di ending mirip prily,youtube
 @audifatwanhurhamsa1355  emang iya peran apa dia?,youtube
Suara Ratu Felisha,youtube
Sakit apa,youtube
 @hanzethanrialto5869  encok,youtube
"Sebelum dear Nathan, thank you salma hehe",youtube
PLIS INI UDAH SYUTING BELOM SIHHH😭😭🤚,youtube
"azab itu astaghfirullah, sebarkan ke grup keluarga kalian",youtube
Enggak sabarrrr,youtube
"Mengingatkan drama horror radio jaman gw kecill.. Sapa itu yg ngisi suara, bikin merindingggg",youtube
KAPAN,youtube
I cannot wait for this!,youtube
"Gw msh inget dulu ngajakin bbrp tmn nnton ini.
- Nnton yuk, horor, pengabdi setan
+Ah lokal ya, tar aja ah nunggu streaming nya kluar aja,

Ya.... Type type anti film lokal msh ada, 
semoga yg dlu ga mau nnton udah melek stlh nnton pengabdi setan pertama gratisan via streaming online bajakan skrg sadar klo film lokal apalagi bang joko ga bisa di pandang sbelah mata lagi dan mau lari ke bioskop.",youtube
Iam excitedd!!!,youtube
Kayaknya Itu Suara Asmara Abigail deh ya ngga sih?,youtube
Bang joko ditunggu tanggal pasti tayangnya ya... ga sabar ni,youtube
Ga sabar trailer,youtube
Wajib nobar siehhh,youtube
Ga sabar!,youtube
Wohoooo,youtube
Gila gokill saya tunggu Hadir Di you tube 🗿 walapun itu mustahil,youtube
ASLIIEEEE GASABAR!!!!! DITUNGGU !!!,youtube
"Merinding bgt teaser mini nya, ga sabar mau liat pengabdi setan 2 comunion",youtube
"YES, PENGABDI SETAN PERTAMA AKU NGGA NONTON DI BIOSKOP, YANG INI HARUS NONTON! 😫😔",youtube
Gasabarrr😭,youtube
udah dari bulan November 2021,youtube
Kalo dah ada teaser biasanya udah selesai tinggal proses editing dll,youtube
Awowkkwkw,youtube
Ini film bodoh,youtube
 @parell_19  sarkas bang hadeh,youtube
Lihat profil YouTube mu aja kayak bocil miskin (✿ ♡‿♡),youtube
 @parell_19  ayo gelut sama gua anj,youtube
Busett bocil,youtube
Suaranya kyk Ratu Felisha,youtube
Nini pelet & mak lampir ngeri tu dubbernya ibu asriati,youtube
 @arrivardee6730  Nini pelet seru bat hahah,youtube
"buset sama persis kaya gw bro, dlu ksl liat nya ''apansi alay pengabdi setan mana film indo'' akhirnya skip ntn, eh lama2 denger ni film dpt 13 nominasi piala citra, udh gtu tayang juga internasional di 42 negara berbeda. krn udh penasaran gw coba ntn streaming di iflix. dan wauw bgt gila pengabdi setan jd bikin gw percaya sm kualitas film indo. dr situ gw belajar, apapun genre nya dan dr mana film itu berasal klo emg di buat dengan sungguh2 pasti hasil nya akan bagus. dr situ juga saya jadi jatuh cinta sm joko anwar 😍 dan mulai ntn semua karya nya.",youtube
" @filmthusiast8040  tonton jg tuh di youtube yg ga tayang di bioskop ""JENNY""
yg film bagus kena imbas sm yg msh underestimate tu film pendekar tongkat emas,mgkn sama dr judul jg bikin org males, wirosableng jg kurg peminat pdhl dah di gimmick in sm deadpool krn sama2 century fox, dan msh bnyk deh.
Smpe smpet gw nnton paranoia nya yaelah satu studio cuma 3 org, pdhl ga jelek film nya, ada nicolas,nirina,lukman sardi. Entah mindset nya msh marvell aja gt kali yg bagus smpe tiap film marvel kaya semua dr goa dr gunung pada lari ke bioskop.",youtube
"Horor lokal gak kalah serem kok, 😍",youtube
" @stefanyphantom8751  asal kenghindari kluarga punjabi, jd pilih2 jg horor nya",youtube
Sepertinya suara ratu felisah deh. Soalnya dia ada di jajaran cast barunya,youtube
 @imaderiskipangestangu4736  iya kahh?,youtube
